0_aexxlmflo0bat5ye2c.jpg,fatigue
0_axynqjvmm2zl1z7cda.jpg,anger
0_bwf6grz0qw60vldtpa.jpg,annoyance
0_COCO_train2014_000000080246.jpg,annoyance
0_COCO_train2014_000000122818.jpg,annoyance
0_COCO_train2014_000000550140.jpg,doubt
0_COCO_train2014_000000563545.jpg,sadness
0_fjl8a76jijqvfa2jia.jpg,annoyance
0_fjui54dapkogzlzw3d.jpg,fatigue
0_flnpipgwpi2sf3tis3.jpg,sadness
0_fp97n6xt9xds2hvt56.jpg,doubt
0_fqviea3jeruc8v7ixo.jpg,doubt
0_frame_3g0fggn7p93wwi89.jpg,doubt
0_frame_3tfwmp4yxddzjxat.jpg,fatigue
0_frame_6mc8306bjvxuetdt.jpg,annoyance
0_frame_86eeu6a6c2tdgfsw.jpg,anger
0_frame_ahpz8ytc5jopipt3.jpg,annoyance
0_frame_diuo4fa873e0q07r.jpg,anger
0_frame_dlz3v1m1kvfpfs2j.jpg,anger
0_frame_i0yn4g7drud50nzx.jpg,fatigue
0_frame_j6icw82akrc978ao.jpg,happiness
0_frame_kxrbfgi31cfpkswq.jpg,happiness
0_fsp5i7ydq0z8hf0txz.jpg,annoyance
0_g3ry3pkr1npzzhoetl.jpg,happiness
0_gdshj2cuvgptj37mwa.jpg,fatigue
0_ge8kba3a8j6mwya7jg.jpg,annoyance
0_gg8x0zudzwpy7arvmb.jpg,fatigue
0_gr551abrbhj0c3v7ix.jpg,doubt
0_gx4r2iqnh7lqcr25mt.jpg,fatigue
0_h4ckioma3zs4rutbyp.jpg,happiness
0_h616x5yhky60how3nt.jpg,sadness
1_frame_1m9ffmne4xx12ckn.jpg,sadness
1_frame_45oymywubx37hrgw.jpg,anger
1_frame_belw7xz1lwepxcyq.jpg,anger
1_frame_bj5qbd9zjux0ta4k.jpg,happiness
1_frame_c9dpvz55ho77c37m.jpg,doubt
1_frame_hohoa89al9oi2hfl.jpg,anger
1_frame_ipdrnqshvo5znsg9.jpg,doubt
1_frame_j4ruk5yvf7jfsyi5.jpg,annoyance
1_gzsdb03ebj7ayt53k7.jpg,happiness
2_frame_1h0b171695wbdtws.jpg,fatigue
2_frame_2sj7leq9cnxruly3.jpg,happiness
2_frame_517dw6srajzc8g2a.jpg,annoyance
2_frame_7qc97robmuj0sgar.jpg,fatigue
2_frame_87v3t9w9diyephya.jpg,anger
2_frame_lra8o7zw204q54hf.jpg,sadness
3_frame_bdatok3yjqhr58iv.jpg,happiness
3_h3x8kpywna15busbgj.jpg,anger
5_h3x8kpywna15busbgj.jpg,happiness
0_49ucbslztvaly8fsnm.jpg,doubt
0_77pm0v2l3xsyokx4ep.jpg,sadness
0_avmmjit03nsn0w13fi.jpg,sadness
0_ayvntqamjngoxuxmbw.jpg,anger
0_az6x3rqbosjlbfpzos.jpg,doubt
0_azcfrv40pjpsg5a7pw.jpg,doubt
0_bhzrd102thfrpp7tdw.jpg,fatigue
0_bjby49tvmqda7vxfhk.jpg,anger
0_bujpgmrzr5682zvabj.jpg,anger
0_cb5zljgudi82gc1x9p.jpg,fatigue
0_cdode3ptk2x20de08b.jpg,sadness
0_cmg6660a74q0fes9na.jpg,annoyance
0_cmkbgctazl5sgx2fak.jpg,fatigue
0_co6v57uuf5wq6n84z6.jpg,doubt
0_COCO_train2014_000000021292.jpg,anger
0_COCO_train2014_000000024169.jpg,annoyance
0_COCO_train2014_000000026884.jpg,doubt
0_COCO_train2014_000000036113.jpg,doubt
0_COCO_train2014_000000038226.jpg,happiness
0_COCO_train2014_000000045374.jpg,happiness
0_COCO_train2014_000000067854.jpg,happiness
0_COCO_train2014_000000091928.jpg,happiness
0_COCO_train2014_000000098672.jpg,anger
0_COCO_train2014_000000143637.jpg,doubt
0_COCO_train2014_000000175427.jpg,anger
0_COCO_train2014_000000197273.jpg,doubt
0_COCO_train2014_000000230996.jpg,doubt
0_COCO_train2014_000000238860.jpg,annoyance
0_COCO_train2014_000000271500.jpg,sadness
0_COCO_train2014_000000297092.jpg,fatigue
0_COCO_train2014_000000303735.jpg,annoyance
0_COCO_train2014_000000375637.jpg,doubt
0_COCO_train2014_000000391733.jpg,annoyance
0_COCO_train2014_000000411238.jpg,anger
0_COCO_train2014_000000446899.jpg,fatigue
0_COCO_train2014_000000450168.jpg,fatigue
0_COCO_train2014_000000494936.jpg,annoyance
0_COCO_train2014_000000544623.jpg,annoyance
0_COCO_train2014_000000545987.jpg,doubt
0_COCO_train2014_000000565594.jpg,happiness
0_COCO_train2014_000000573640.jpg,anger
0_COCO_train2014_000000577725.jpg,happiness
0_COCO_val2014_000000012670.jpg,annoyance
0_COCO_val2014_000000091849.jpg,doubt
0_COCO_val2014_000000131804.jpg,anger
0_COCO_val2014_000000186060.jpg,fatigue
0_COCO_val2014_000000188873.jpg,doubt
0_COCO_val2014_000000204507.jpg,doubt
0_COCO_val2014_000000463174.jpg,doubt
0_COCO_val2014_000000479126.jpg,happiness
0_COCO_val2014_000000507782.jpg,anger
0_COCO_val2014_000000534736.jpg,fatigue
0_COCO_val2014_000000555582.jpg,doubt
0_cymmb6smbo3id9tfpp.jpg,happiness
0_cz2nsxsren3kvedt7u.jpg,annoyance
